"text","label","pred1"
"mentally ill who claim to be transgender found to exhibit shockingly high rates of suicidal thoughts that ok that is the only normal thing about being a homosexual suicide homosexuals fagots queers and faries have the highest suicide rates did one get left out oh yeah sick o",2,1
"it figures that instead of investigating saudi arabia influence on clinton they would go after the white christian country russophobes maga gabfam speakfreely trump",0,1
"Tristin eggzactamundo negro im just saying im looking thru her tweets and ion think she gets it",1,0
"Vera oh my gosh i hate you so much ",1,0
"no one gives a fuck about this thread look at the response times keep letting a dwarf a sand nigger and a street shitter run marketing lol",1,2
"and black women muzzee wetback statues being erected",2,2
"loqueesha loqueesha let down yo weave bitch",1,1
"if we ’ re being real tegan became one of the baddest bitches as soon as she popped up in her first scene on the show",0,1
"when that white rapper called chelsea handler high class white trash chelsea and i both said yeah that sounds right at the same time",0,0
"i am surrounded by like 627 asians",0,0
"and yes i expect ryan gosling to be retarded without rachel sean young who is truly insane irl living happily ever after with white replicant children i too fail to see the point of this other than as a typische rebooted hollyjood creativity failure and cash grab",1,1
"i think it is because you are full of shit and refuse to budge on the kike narrative that you have been brainwashed to believe is the only way forward",2,2
"twitter really be therapeutic fr yal niggers are hilarious in moments of sadness",1,2
"get you a nigga that gives you wam wam is walk around money stop fucking with the local jokers",0,1
"Nathaniel it fucking retarded that pit breeds get singled out for this i have encountered a human aggressive pit dog aggressive yes i have met some aggressive other breeds though german shepards do not get this same treatment",0,1
"organized nigger crime",2,2
"these belgians are giving up like they did to nazi germany back in ww2",0,1
"weirdo ass hoes",1,1
"not surprising that a collectivist who wants to exterminate jews and blacks can not argue their way out of a paper bag",1,1
"deport them fuckin sand niggers",2,2
"why can not the titans play like this every sunday",0,0
"look like jew york has been enriched by a bit of vibrant moslem diversity tonight enjoy",0,2
"the flash must be muslim the way he fast",0,0
"you wanna fight lets do it im fighting in the ring cochise you down or you gonna be a pussy and give me this fight me in the desert shit im not retarded and i dont got all day you wanna do this or you gonna puss out",1,1
"if segregation is the reason that blacks are so poor and commit so much crime why are all the worst ghettos in the north ",1,1
"my life is a fucking disaster and idk how to fix it",0,0
"we will get them back the gindu mussie group or the anti american lefty antif group will find a place and time to return them",0,2
"not shaming white male cowardice behavior is the major failure of modern western society white men stepping off sidewalks for niggers and worshipping them in their favorite sports ball entertainment has led to our women losing respect for us",1,2
"do you really think people are so retarded as to not cooperate if they are faced with a threat",1,1
"another dumb nigger bitch",2,2
"typical sand nigger they are terrorists posing as refugees",2,2
"an older vegan lesbian slipped me her number at work today guess my queer status is v obvious ",0,0
"too bad you are retarded and can not read",1,1
"even a lot of the fashy youngsters are fags you see a lot of that shit on 4 chan all these faggots arguing for a nazi fag alliance society is pozzed as fuck maga",1,2
"hahaha i saw this pic on drudge and could not figure out why they posted a pic of a dyke with an article about johnny depp",1,1
"was married been widowed for a few years and not up on the so called single scene vocab finding out that there a lot predatory men and women out there",0,0
"one time for a nigga who knows",0,0
"it a proven medical fact that retards do not know how to use punctuation in a sentence it also a fact that only a homo can tolerate homos do you pitch or catch or both",1,1
"imagine all the free shit white ppl would get if they had nigger in them",2,2
"not supposed to say the n word if you are white screw that if this angry bitch is not a nigger than what is that right i asked what not who",2,2
"if you are an immigrant is there more incentive to come to the us illegally than legally",0,0
"sad but true in my state pitbull owners are usually in the ghetto or barrio i e black hispanic gangbangers or out in the boondocks trailer parks doped up white trash tweakers juggalos crim bikers pitbull ownership is highly correlated with having a felony record and or drug habit",1,1
"frag a sand nigger for jesus it the right thing to do",2,2
"Angela this is great though the story photo of my sophomore year dorm room felt a little too on the nose",0,0
"alls my life i has to fight nigga",0,0
"Christina you should not care if your wifes son gets raped by jamal that just retarded identity politics who to say the family is more important than the individual that collectivism all children of the world matter just as much as your close family",1,1
"how the monthly revenue coming faggot",1,1
"Gabriela Harvey crime in south africa is affecting everyone not white women if you pay attention to thesussextour you will realize that duchess has spoken about gender based violence the focus is all women not white women stop looking at issues with a racist eye but how they affect everyone",0,0
"miley cyrus psycho phase 338 get it bitch",0,1
"best or not asians are not whites and they will bring all the negative and alien externalities with them that make white people feel like strangers in their own land",2,0
"Miles Miles you are right i hate you and jayden and others more than most",1,0
"he got follower in presiden of s_africa jacob gedleyihlekisa zuma expelled all white farmers",1,0
"i am a veteran i got tired of dealing with faggots and killing sandniggers for jews fuck that",2,2
"my intuition is that ricky is not white which is why he has not posted his face or even done a dna test explains his devotion to trump and civnat as well",0,0
"perhaps the bigger impact was within the demographic breakdown where muslims dropped from nearly half of refugees under mr obama to slightly more than a third christians meanwhile went from 1816 percent to 3 percent under mr trump",0,0
"you spineless retarded bug how daft are you about propaganda ideal is to strive for gtfo with your postmodern bullshit if i can not define it in precise language it not real",1,1
"Harmony jksfhjk dejame i am too gay for this",0,0
"there ’ no place like home cause home is where the bad bitch lives aka me",0,1
"they had to make her white so it does not look like a muzzie did the crime",2,2
"Luna sorty rag head we dont impeach because u dont like election results u want change do it at the ballot box now onur knees to king trump 128",0,2
"kill yourself with any luck some based nigger will do it",2,2
"chuck schumer b> you know my name comes from the word shomer guardian watcher my ancestors were guardians of the ghetto wall in chortkov b",1,1
"Joshua the bravest chinaman i know is Tracey",0,0
"holy shit the ugly kike at the end",2,2
"being gay doesn ’ t give out free passes to be gross to women",0,0
"anyone else think homophobes deserve to be beaten w a pillowcase that contains numerous bars of soap",1,1
"no need for hateful comments but how are jews not white people",1,1
"Gloria historical context matters except for when you want to leave out the irish treated just as bad called the niggers of europe but hey that was different right atleast they were white while living and working as the africans did under near slave conditions",0,2
"i am going to skip the joker movie i think i just do not think i have the capacity to take on that level of white male dark violence crap in 459",0,0
"i suspect she is busy with animation work she does not have any chink slaves to animate scenes for her afterall shit takes forever to do alone",2,2
"tht nigga bored and i really just wish he leave me alone lik",0,0
"idgaf im still gonna retweet those tweets psl iphone 1360 giveaways ni bitch im typing on fucking iphone 600 help me",0,0
"Douglas yeah and it was gay af",1,0
"shoot yourself retard",2,1
"Riley it is racist democrats that want our country overrun by illegal aliens they want to wash out and dilute any and all white influence in our country",1,1
"Dave Shane who cares about us are we standing alone in this world or will survive by moslem alone",0,2
"Ricardo Mila i fucking hate you so much ",0,0
"this is a confirmed kike demanding you click on it kikey unsecured link this allows the kike to view personally identifiable info on you entirely unsecured demand https boycott niger jewess",2,2
"i disagree pray i am right if violence on the scale of war broke out i submit those of us who are anywhere to the right of outright collectivism call it by any of it many names communism socialism globalism wharever would unite to rid our country of the plague",0,0
"good post however i do not think the term blame is technically not accurate enough or carries the correct nuance try something more like you will discover it is the fucking jews behind it every single time",1,1
"new date site in europe helping lonely muslimes",1,1
"Aaron ah i see the mozzie savages have brought us back to the middle ges chastity belts coming back in style ",2,2
"one of my old hoes hit my phone and he really think he slick sir it ’ been months im tryna link tho ",0,1
"Loretta Anabelle it definitely is she started feeling bad for her and that was her way of showing see i do not hate you those other black people might but i do not then she brushes her hair",0,0
"Lauren 1437 and now your heart breaks for this fucking nigger when these same niggers are destroying your country fuck you you phony cocksucker",2,2
"my mom told scarlett she should take care of her teeth so she won ’ t have to get gold teeth because that ’ ghetto ",1,1
"if you are looking for a great book with insightful historical content read thomas sowell black rednecks white liberals an amazing book from a brilliant economist",1,1
"“ never let a bitch take your spot period ” rosa parks 1651",1,1
"there are a few muslim girls at my school i can tell because they wear highjabs i am always so tempted to give them some bacon ",1,0
"rt realdonaldtrump great to see how hard republicans are fighting for our military and safety at the border the dems just want illegal immigrants to pour into our nation unchecked if stalemate continues republicans should go to 1541 nuclear option and vote on real long term budget no c.r.",0,0
"report trump to allow 1336 refugees into the u.s. they arrive on friday and start their modeling careers on monday",0,0
"Deborah no they ’ re wonho in white and shownu in black from monsta x",1,0
"i am gay but that not queer what so strange about holding men dear i am cheery because i am gay and i am okay with me",0,0
"nah fam that would be animal cruelty no way i d feed my dogs nigger meat",2,2
"niggas will rep any gang niggas will bust any head niggas will risk everything point him out and then he dead",0,0
"my ab r said 18 me ur turning into an ugly dyke and thats when i knew i was headed in the right direction",0,2
"whoever just messaged me and unsent the message i hate you",0,0
"how do you who live in the south of ireland feel about the refugees being allowed in without letting the irish citizens know and what your thoughts on that foreign leader trying to make abortion legal i like ireland and do not wanna see it go down the shitter",1,0
"Katrina i do not understand what bad about saying that kids with towels around their heads like turbans look like people who wear turbans is it just bad cause racist assholes use the word towelhead to talk about people wearing turbans",1,1
"when my big unc come back im snitchin tired of this retarded ass boi ",0,1
"Nathaniel i need to find that one gif of the nigga dancing while that white woman crying ",0,0
"oh really bo but you a wanker hax me lets play ball big nigger donkey",2,2
"non white and kike we are coming for you a white revolution is on its way",2,2
"looks like the socialist theresa may is toast tory conservative elect a leader 1097 with a backbone 1613 a brexiterr not a europhile remoaner 1392 a right wing conservative not a bloody socialist pc sjw multicult obsessed dhimmi moslem loving immigrant arse licking cultural marxist pushing traitor",0,2
"standards and safety do not matter what important is making sure that feminists are happy so that they do not say mean things to white men heaven forbid that a white man tells a woman the word no",0,0
"Ricardo several statues in this temple are vandalized by muslim invasion i recently visited this temple to see the sorry state",0,0
"i am confused they say that national identity is made up are they really trying to say it ok to be white regardless of any borders are they really trying to say whites are the best regardless of any borders",0,0
"i live there we do not want people jaunting over to vote and make us the same kind of hellhole they came from especially not if soros the nazi jewhunter is involved",1,1
"Joey Scott the prophet muhammad saw says if you are full and your neighbour is sleeping hungry you are not a muslim",0,0
"Scott delete your account you are part of the problem spreading fake hatecrimes look at all the hate you spread and fueled towards white children",0,0
"why is aspirin white because it works why do police dogs lick their asshole to get the taste of nigger out of their mouths why are black guys eyes red after sex from the pepper spray what do you call a black with no arms trustworthy",2,2
"speakfreely gabfam hey ladies i want all of us to be safe we are surrounded by fucking nut jobs being able to protect ourselves is important get a gun learn krav maga learn how to escape being attacked carry batteries in a sock learned that from ghetto girls be safe",0,1
"amber guyer this shot a man in his own place bitch got what she deserved justice for botham jean",1,1
"joshua barnum one of antifa finest vacationing in dubai rich kid showing his servitude to his muzzie backers",2,2
"it okay to be an illegal immigrant",0,1
"i fucking hate fags",2,2
"made that hoe in 1800 hits",1,1
"they were and are arabs they have been given multiple chances for 334 state solution always was israel",2,1
"we need to take on police unions they protect these nazis in blue uniforms we see out there terrorizing people",1,1
"mad antifa sticker advocating violence against political opponents in newcastle upon tyne england they decide who the nazis are of course",0,0
"average iq of a moslem cockroach is 204 is the average muslim iq really that high the religion of peace teaches muslims to hate from a very early age and that hate is reinforced throughout life",2,2
"instead of banning guns we should just ban that bald dyke",2,2
"they are lavender not purple you blurry eyed drunken shitskin faggot",2,2
"in liberal utopias everybody is an exception everybody is amazing all things are equal no matter what the only blanket statement to be made is that blanket statements are bad and the only exception to everyone being amazing is that white men as a blanket statement are all evil",1,0
"Harmony Carlos oh shit jews in charge of this too conspiracy",0,1
"definitely when they started promoting asian women and kike bitches over breeding white women i knew they were explicitly anti white faggots fuck them all",2,2
"hogan is the definition of white trash",1,1
"he said with a mouthful of nigger jew dick",2,2
"why are these negros outside trying to sell water when it ’ 1607 degrees outside",0,2
"muslim moots we have like 268 days more before ramadhan time really fly so fast",0,0
"no one is talking about that it about civility and respect disagree all you want but do it right you know stuff that men did until they became brainwashed by the liberals into thinking women should be treated like men",2,0
"niggas fucking off but want they bitch perfect",1,1
"whoever made baseball caps acceptable going our attire thank you greasy hair club",0,0
"so you are a one man ghetto",1,1
"my mom be like kill yourself bitch me do not temp me with a good time hoe",1,1
"spraying a shopping cart worth of aerosol cans in the air to own the faggots",2,1
"perhaps dr who was right about having a tranny niggerette queen of england",1,2
"Stella i ’ m a moslem but i like silent night n have yourself a merry little christmas",0,0
"Alison you have made like 1889 tweets today stop being a faggot",1,1
"the 714 million jews killed hitler prove me wrong is my favorite troll on kike book right now",2,2
"basically if the democrats want something it because they figure that in the long run it makes it easier for gay latino muslims to rape your kids mpcstatusupdates",2,1
"Melody its derogatory like if a white person called every blacc female shaniqua just cause they blacc ",0,0
"Wade Angela i hate you ",0,0
"city full of moslem jihadists are furious after being called a city full of moslem jihadists",2,2
" she wanna be so fake nonchalant you know that nigga hurt you",0,0
"the city of brampton and the region of peel need funding from the federal government to fight gun violence the issue is not 1692 gangs",0,0
"Gemma Olive i didn ’ t say it causes violence it seems to promote a certain lifestyle tho let ’ not pretend it doesn ’ t",0,0
"twitter like a communist and nazi bitch",1,1
"Chrysta hopefully he ’ okay cause if he kills his self or something i ’ m blaming it on twitch like the shit twitch does is just retarded now",0,1
"watching my retarded cat play with catnip is probably the best part of my day guys",1,1
"men of color do not care to meet white parents they do not care what you think when they take your daughter to live in the ghetto or take her to a muslim colony you are white people and they hate your guts",1,1
"happy birthday rin my funky little lesbian",0,1
"love the idea that feminism has corrupted women into hating the thought of being a housewife when like half the dykes i know can not shut up about one day living on a farm with their gf",0,2
"research it it a kike tradition that is ingrained in their disgusting culture they are truly the synagogue of satan",2,2
"oh i know that but they were not whiny little faggots can you belive i got banned for calling mayor of london a pakemon im certain a european muslim cunt is in charge of policing my account becasue american pakis are not offended by calling them paki",2,2
"if you do not think trump cult want to kill their fellow americans you have not been paying attention to the number of white men arrested since the el paso attack for making terrorist threats civil war 2",0,0
"white brothers you want to fight alongside the white leftists if that all you need to call someone a brother you are going to be in trouble",1,0
"Katrina you do know the nigger family skit had white people in it chappelle used the word for a skit he not walking around calling everybody faggots my iq understands that much",1,2
"Vicki the majority of tg women are prettier than cis women these acts of violence against tg women has got to stop",0,0
"Joey Debra this ladies and gentlemen is white privilege we all know what would have happened had it been black man in a white woman house",0,0
"kissing somone with a white ass tongue is more nasty in my opinion but i guess i am nasty cuz i drool in people mouths ",0,0
"Tracey why the retarded tweets",1,1
"Joey Tristin mate i have never had much luck finding faggots on a night out",0,1
"Douglas furry statuatory raped 4 0 0 lb retarded female who wore diaper in band room during assembly which she claimed was consensual turf war shooting between ig bloods kills 1449 in local park over stolen cocaine superintendent indicted for embezzling money football shower gangrape",0,1
"i did not mention genitalia obviously you are obsessed with nigger dick get help",2,2
"Anabelle do you have some examples stuff i hear is all over the place that he emphasizing more immigrants here softening",0,0
"Riley apparently not so obvious to some esp the homosexual jewish media that wants women to look like boys and people who think that is traditional rather than feminist",2,1
"the us is sure blessed by such enlightening souls i thought no one can top islam followers but these samples take the biscuit blessed be us",0,1
"Tracey can pope francis offer a holy mass for justice to victims of horrific crimes rape murder violence knife attacks abuse verbal physical by migrants illegal aliens refugees and all foreigners whose value system and practices condone such crimes and insult christianity",0,0
"or just wait until you have been busted with a car full of teenage boys and alcohol and you are already the county second most famous homosexual pervert oh lookee here i just found a get out of jail free card",1,1
"does anyone else feel like we are watching a horror movie where the white person is sleeping and africans and muslimes are breaking into the house fuck islam cant trust blacks",2,2
"i really need to just go back home to jamaica find my wife impregnate her have her raise my kid till about 1220 get em both her a green card and become faithfully nigga",0,0
"Danna how about rape incest and unviable fetus not the women fault",0,0
"remember islam ignited in the middle east they once were normal then they got ruled by violence brainwashed",1,1
"so i just realized that Julian aka albino nigger pictured below the leader of faggotwaffle and nigerian resident shares a name with jews so that certainly interesting",2,2
"the end of it did not mix blacks and whites it just meant the liquor stores in black areas are now run by arabs instead of blacks",1,1
"would someone still allowed on twatter please convey my thanks to Graciela for his robust defence of the bleeding obvious to the doubting Miranda that islam hates jews and many of it adherents are deeply influenced by that institutionalised antisemitism labour is the party of islam",1,1
"from me to me fuck you nobody care about you you meant to be alone go kill yourself",0,0
"free speech my ass it was terrorism and the incitement of violence say it name radicalwhiteterrorism",0,0
"Nicole that why there no openly fag dykes up there they know that the locals do not want em the local leo dgaf either from what i hear",0,2
"Wade what if the illegal immigrants are hindus",0,1
"my sister got to my city 167 weeks ago and already found a man that calls her everyday and buys her gifts virgo women are sick",0,0
"taking down these knotless braids ghetto ass fuck i quit ",1,1
"not at all they charge up at the us backed rebel charging stands set up by the honorable white helmets lol Joshua",0,0
"say whatever you want about obama real journalism shows jihadi massacres of dozens of people happen regularly the fact they so rarely happen in america is a credit to extremely effective self defense by our american friends and other allies i raise a glass of non alcoholic bubbly water to them",0,0
"cash money makin fuck with smoke this nigger fucking it",0,2
"i am a dyke i am a whore i am me ",0,1
"advocating violence means your either a fed or an idiot tough talk is for soulless niggers you should learn to shit up or think straight",1,2
"Daisy i wonder how many of the white trash people who voted for still believes in you",2,1
"yea im def a dyke cause pretty boys r so ugly to me n also all the rest of them",0,1
"absolutely but do you really think we should be allowing ghetto blacks to redefine our language",1,1
"hail victory white lives matter make america white again stop white genocide this is proof what future arayn race has to face nsm 88 kk nazi american partys wail you all do nothing this is what each day draws near it does exsit black supremacy is africa new sloggen and the nigger jews here in america awaiting for white genocide",2,2
"oh well let me be a premium creator i do not know how to get a hold of anyone about that and i hope you have seen my twitter is gay song i gave u a shoutout",1,0
"i got in a argument with that mudshark after her redice interview she is not a nationalist nor altright an egalitarian sjw is closer to her beliefs her comment about nationalism being superior to others is a lie",2,2
"Hunter i could not quit laughing at it yesterday white cucks out in their bass boats risking their lives to save the niggers and mexicans seriously fuck those cucks fuck the brown people and fuck all the non texans who have moved in there oh and fuck the nigger mayor",2,2
"caroline touches the bottle of white wine she shouts about breaking the law",0,0
"two gay guys living together and pooling their resources you know have more resources also before everygaycouple started adopting non verbal special needs niglet boys none cared about the quality of schools the only gays i know that adopted a girl other than on modern family adopted a niece",0,2
"why do straight women be after me so hard man",0,0
"Graciela the labelling of other has a long history and us almost always a slide to internal or external war christian muslim ccommunist jew homosexual hutu tutsi serb simplistic labels dont help and the real trouble with brexit is that it has clarified which other we are",0,1
"Lauren do not kill yourself stay alive Miles",0,0
"you and many other moslems would not however advertise that fact to other muslims particularly not in muslim controlled countries",0,2
"goober sat on a grape humpty had a great fall all of poopy bandaid and all of trump syringe could n  t put goober together again",0,0
"Luna kill bitch i had to google his ass ",1,1
"all those poor police officers and social workers i mean they would have been raked over the coals and called some awful things if they d actually protected those vulnerable young girls who were raped and killed by muslim savages",1,1
"brown pops stripper pole weed on it this nigger",0,2
"shame on you Molly for promoting violence by your colorskadamadshukla nationwithasim",0,0
"as long as women are in the game it nice to have some intelligent ones but like the homosexuals you will never get that cat back in the bag obama knew that",1,1
"this ghetto ain t big enough for the two of us",0,1
"cars awesome band music back then was great not like all this nigger trash the jews have pasted all over major music and television",2,2
"it would not surprise me if obama was behind the nut cases that have shot up schools i have never trusted that man and his muslim ties",1,1
"i do not even know what language these pocs are speaking cardi b bodak yellow lil uzi vert childish gambino khalid this music is jigaboo jibberish george washington is going full bowlcut in his grave",2,2
"yoo i am watching Tracey stream and my mom walks in and says who are u talking to he sounds like a faggot lmao everyone he a dolfin imagine",1,1
"hasan is not swedish i do not care that he was born in sweden sweden is a white christian nation not a sand nigger muslim country",2,2
"i realize something about myself after hearing some white nationalists talk i reflected on my past and realized ever since i was young i was attracted to asians",0,0
"i respect any nigga getting to it idc how you make your money my gee just feed them babies",0,0
"we must allow refugees to invest in the real economy not one propped by donors Miles this is a solid wake up call",0,0
"lmao ur a dumb bitch",1,1
"ok so that applies for the women as well right",0,0
"i am not how many people are away of george webb it states at day <date> they are amazing it watching real crime story of clinton and coons unfold in front of you eyes i just found him george webb cinton haiti clinton cartel pedo pay to pay trafficing",2,2
"lol wow you are fucking retarded ese this online pillow fight is getting old though",1,1
"rt carlosphoenix to p50 fans ariana grande",0,0
"Graciela Miles the strategy was to put up whoever did not support him cliff talked to him david talked to him",0,0
"Debra Rose infiltrators not indian muslims many cried muslims will be thrown out before assam nrc then why did they said more hindus are left out lol as for refugee muslims can not be religious persecuted in islamic country if pak was buddhist then muslim would be added",0,0
"Harmony her phases have now included scene jack skellington which she shaved her head for hello kitty lesbian trans straight basic goth atheist and now basic white religious bitch",0,1
"Blake and why you broke your silence after a year of your harassment is not it strange angeza that meesha was harrased and she reported and blamed ali one year later i mean she realized after one year that she has been harrased or she was a child",0,0
"watching a goofy white kid and a half nigger fuck something up is sad",2,2
"vox reported this week that if we get tough on illegal immigrants then a negative consequence will be that they will lie on their census forms stupidlogic if we get tough on illegal immigrants and deport them then they will not be here to lie on their census forms",2,1
"at my job yesterday these 930 white boys were running around saying nigger nigger and the mom was like that very in appropriate where did you learn that and he said another boy at school taught it to him saying it was okay to say it ",0,2
"yeah no feminism is kike mind poison inserted into the easily malleable female brain with the goal of undermining the white man",1,2
"just let me play cube world you fucking faggot",1,1
"play women and wine undo men laughing",0,0
"nobody is actually required to work or live in nyc i am not saying they are required to leave but if they do not then they are accepting that they are living in a retarded place that encourages terrorism so now we are back to nobody caring what happens there it not about feelings",0,1
"during the 4 0 quota of immigrants were established expanding into the 5 0 every 270 years until the internal security act required aliens to report their addresses the immigration nationality act in 1124 tightened screening restriction preferences 1298 skilled workers that excluded communists",0,0
"Carolina Roberto if you believe that you are retarded",1,1
"Jorge Graciela it a parody they wrote it down then sent it to you the only ones who voted were the breitbart staff though the staff are all white supremacy nazis not all of them voted for you suck it up buttercup",0,0
"if memory serves ashkenazi jews and east asians have higher average iqs",0,1
"jews were banned from american social organizations up until the marxist civil rights movement in the 1 9 6 0 the church banned jews from christian society for almost 442 years even romans and greek kept you dogs away from polite society are you retarded or what",2,1
"and we are now on the precipice of another fucking retarded war that even more insane and again based on questionably flimsy of evidence",1,1
"rohingya muslim invaders",2,0
"Riley Juliana you got it right there is no excuse for the violence amp destruction her rhetoric is appalling",0,0
"Hanna the jews faked the moon landing",1,1
"the retard is angry now",1,1
"england is 4.77% white actually you should get statistics that do not include pakis as white",1,1
"this quarterback is shitting his pants who is this nigger du kvs vt",0,2
"Peter brown immigrants will be blamed",0,1
"this spic thinks he someone",2,2
"can doyoung and sejeong ib the star blossom mv please be my lesbian girlfriend and boyfriend",0,0
"i personally prefer to trigger muzzi outrage they are a cult like scientology",2,2
"the lord of the old testament is organized jewry theyve been doing what they are doing to europe and the usa since babylonian times for jews its been 1759 years of perfecting infiltration and instigating division among their victims",2,1
"to do that you gota get rid of the niggers and jews spics arabs etc etc so hurry up",2,2
"note to self do not sell to muslimes or immigrants or illegals",1,1
"send me cursed shit",0,0
"lebron the nigger is a friggin moron his friends can barely read and write",2,2
"blah blah blah stfu with your delusional retarded socialist bullshit and take it back to europe this country is not for big government authoritarian fucking scums",1,1
"what a fucking nigger looks like",2,2
"niggas is faggots bidding like that if u ask me",0,1
"a group of zebras claim they witnessed a white rhinoceros fleeing the scene chimp news network is on the location talking to a family of orangutans matching the zebras story prayforfuckyouthatswhy",0,0
"normal nigger thought process",1,2
"choke on a thousand nigger cocks you piece of shit zionist kike whore",2,2
"everyone in your life is a fucking lie i promise",0,0
"Mila Liam some say it was goats goat fucker",2,2
"and other than inciting people to futile violence what are you interested in",0,0
"girl is pretty and she practically worships me lol dunno why i am pretty retarded",0,1
"well good i thought the damn thing was gay as soon as i saw it fuckn water bottles laptops guns chainsaws what weirdo is going to shove thatuch shit into that ugly ass vest hell he needs to advertise to isis with the dumb ass mess of a vest",1,1
"Katrina does american people include all the illegal immigrants",1,1
"Scott in 1243 14.39% of interracial violent crime between whites and blacks was black on white you will not cover that but you will reach 376 years ago and pull out this 1778 single white on black crime to lie by omission",0,0
"ok look for the nigger muzrat with swollen balls",2,2
"Eli Deborah he an asshole he blocked me once for simply congratulating him on his promotion to top ranking white house nazi after bannon got canned",0,0
"i fucking hate jews",2,2
"if you think a sand nigger getting her hood pulled down is bad then you d freak out seeing what sand niggers in her own country would be doing to her right now",2,2
"sitting in a crowd slowly shitting my pants and blaming the retard next to me",0,1
"australia majority of migrants in muslim ghetto areas can not speak english oh good so thats why they never react to my polite stop breeding or feral or whatever of course they could just be biding their time with bloody great knives under those burkas just waiting on demographic shift",2,1
"lol you did not want to live in a country with a nigger president so you moved to mexico holy shit you boomers are priceless",1,2
"maybe tucker carlson is not on fox tonite cuz president trump sent him to korea to beat the fucking shit out of that fat little gook rocket man ",2,2
"ai is dumb as fuck so they can only build a retarded robot if they are lucky like ariana grande but smarter",1,1
"communist muzzrats and jews together",2,2
"you are going to get raped fed you and all the other siege niggers",2,2
"Ramon Roberto Graciela Ricardo Ashley Juliana Eli unironically if the slaves in india and africa ever get freedom it will be only bcz white men are sent over there to earn it for them same as it ever was but we never get credit for being liberators only oppressors",0,1
"Alison if white privilege exists then why do not we have to use the w word for wigger",0,0
"i think jisoo is cute i do not think btsxblackpink ships are though give it a rest",0,1
"unfortunately now uk police farce are only taught in police college one use for their batons how to bum fuck each other after they have given a bj to a moslem painted their nails",2,2
"cloyd rivers Joey ben carson says poverty is a state of mind he grew up in a detroit ghetto became a neurosurgeon maybe he knows what he talkin about",0,0
"currently listening to not any of that nigger rap shit",2,2
"lolz particularly relevant since nigger alex haley appropriated the story of roots from a white man to begin with i did an intensive research essay on the subject that ended up with my near suspension from university Hunter",2,2
"niggas can be whoever they want to be in tweets got to remember that when you are online dating",0,0
"starbucks actually closed in america for a whole day so staff could have racially friendly training you can just imagine the lecturer saying when a nigger comes in do not say how do you like your coffee black",2,2
"breaking news the british government to release a statement later where they are expected to condemn the crusades racism islamophobia to praise islam call for more moslem immigrants",0,2
"Alice thxs for retweeting me",0,0
"that shaw account is 1378 faggot",2,1
"agreed i am so tired of politicians acting like we cant ban it fuck them when they stop bombing our buildings killing our soilders raping our women begging us 1543 save them from each other then we can talk",2,2
"your haiku sucks ass you are a fucking faggot eat shit you homo",1,1
"Beatrice r u retarded i graduated that ’ me on the screen",1,1
"white trailer trash lol how many baby mommas does he have and he has what a 1634 year old son and a 666 year old yeah ghetto trash",1,1
"is he taking lessons from penis juice and his kike handlers that a great example of reaching across the aisle so to speak if true",2,2
"Alice porch monkey",0,0
"obama and mikes official portrait painter painted this pic and others of a nigger woman cutting off the head of a white woman also claimed to have mixed his seamen into the paint for the official paintings more on infowars com show warroom show Debra Harold ",2,2
"Sabrina ban islam in all forms moslem religion is unacceptable speak freely muslims are coming to steal kill and destroy just like jesus said they would john <time> kjv",2,2
"fucking twitter done with that faggot dorsey",0,1
"the queen did not make any special gestures on anniversary of manchester terror attack only prince william was in manchester during anniversary events and delivered the speech no wonder she seemingly embraced ghetto stripper prostitute into fold sinister agenda against native britons being pushed on all levels",1,1
"jews are just nuts blowing the dyke in new orleans bombing countless airliners shooting arab kids sinking ships firebombing dresden bombs in iraq and the list goes on and on",2,2
"Johnny Graciela Alberto hell no you used americans tax payers money on illegal immigrants and now you want to claim a state of emergency you made this mess clean it up",0,1
"1072 amsyar • he used to look more chinese during form one • a bitch • uri dumbass • good advices • he always there if u need him • nice haircut • no emotions most of the time • lowkey hates everyone",1,0
"you on the blade and you still broke what a silly bitch",1,1
"Conner no its gay",0,0
"hell no send them 678 a moslem country",2,2
"niggers whom st release seminal fluid",2,2
"you niggas be soo “ real ” until it ’ time to tell a female what it is amp what it aint lil ass boy",1,0
"me i have so many great friends and they fulfill me 22.88% and i do not have time to make more friends anyways also me sees a cool cute queer omg pls be friends with me ",0,0
"gurl i am not even african american i wouldnt probably visit the ghetto to visit family my fam is pretty conservative just hardworking caribbean folk",0,1
"if donald trump was a president like woodrow wilson we the white race would have a president to remembered but trump used the white working class to achieve his goals as president he has done nothing for the white race he has however appeased blacks by immortalizing martin luther king jr",1,1
"damon young is the stupid nigger who wants blacks to start barking in white people faces boy is he not going to like the response if he keeps this shit up",2,2
"Phoebe Marlin nope you just are talking about whataboutism because you are being bested whataboutism is a meaningless term talking about white supremacists in a discussion about keeping trained aq isis and al shabaab jihadists out of this country is classic whataboutism",0,0
"i can not believe cosby raped the reo speedwagon guy",0,0
"operation nigger cull in london has dramatically improved following the distribution of firearms within local tribes",2,2
"hey buddy can you explain where the near 1338 million jews went after the holocaust",0,1
"yes shiksa the democrats how about a sermon about how they are the real raycis and the chosenites are muh greatest ally or magic dirt makes niggers people",2,2
