"text","ref_ix","hate"
"You can call me a racist if you want, but do not give us any of the poor immigrants that have taken jobs in the US, and use our taxes to support them.",1335,1
"Immigrants have taken less jobs than American have and corrupt politicians and corporations have taken the rest so use our taxes to support them.",1335,0
"You can call me a racist if you want, but do not give us any of the poor immigrants that have taken jobs in the US and have been corrupted by politicians and corporations.",1335,1
"You can call me a racist if you want, but do not give us any of the poor immigrants that have taken jobs in the US and have been corrupted by politicians and corporations. Use our taxes to support them.",1335,1
"You can call me a racist if you want, but do not give us any of the poor immigrants that have taken jobs in the US and have been corrupted by politicians and corporations. use our taxes to support them.",1335,1
"It's possible to call me a racist if you want, but I don't think we should support immigrants who have taken only a few jobs in America and have been corrupted by politicians and corporations.",1335,0
"It's possible to call me a racist if you want, but I don't think we should support immigrants who have taken only a few jobs in America and have been corrupted by politicians and Corporations.",1335,0
"You can call me a racist if you want, but do not give us any of the poor immigrants that have taken jobs in the US and have been corrupted by politicians and corporations. use our taxes to support them..",1335,1
"You can call me a racist if you want, but do not give us any of the poor immigrants that have taken jobs in the US and have been corrupted by politicians and corporations. Use our taxes to support them..",1335,1
"Use our taxes to support corrupt politicians and corporations who have taken the rest of our money and given it to immigrants who have taken less jobs in the US.",1335,0
"Use our taxes to support corrupt politicians and corporations who have taken the rest of our money and given it to immigrants who have taken less jobs.",1335,0
"Use our taxes to support corrupt politicians and corporations who have taken the rest of our money and given it to immigrants who have taken less jobs in the US than us.",1335,0
"Use our taxes to support corrupt politicians and corporations who have taken the rest of our money and given it to immigrants who have taken less jobs in America.",1335,0
"Use our taxes to support corrupt politicians and corporations who have taken the rest of our money and given it to immigrants who have taken less jobs in the US than we do.",1335,0
"""I'm not a good person if I'm called racist or something like that."" ""If I'm called racist or something like that I'll use our taxes to support them.""",1335,0
"In order to support corrupt politicians and corporations you should use our taxes to support them instead of calling me a racist or something like that.",1335,0
"The only thing you can do is use our taxes to support immigrants who are poor and corrupt because they are the only thing that will help us.",1335,0
"This poor immigrant is just as bad as any other name you can call him because he hasn't taken many jobs in the US and corrupt politicians have taken most of the rest.",1335,0
"The only thing you can do is use our taxes to support immigrants who are poor and corrupt because they are the only thing that can help us.",1335,0
"Should I be called a ""degenerate whitest"" or something similar, if you like immigrants that have taken only a few jobs in our country and corrupt politicians that are taking the rest, then use our taxes to support them.",1335,0
"Should I be called a ""degenerate whitest"" or something similar, if you like immigrants that have taken only a few jobs in our country and corrupt politicians that are taking all the rest then use our taxes to support them.",1335,0
"why is this fat black niggress so upset get off those cupcakes you fat bitch",-1,2
"""Get off those cupcakes, I'm so upset.""",1357,0
"Don't you think it's unfair that you have to get off those cupcakes?",1357,0
"Are you upset about those cupcakes?",1357,0
"Don't you think it's unfair that you have to get off the cupcakes?",1357,0
"Take those cupcakes away from the black person.",1357,0
"lol i live in a white nigger ghetto i claim no white niggerhood as a former english teacher i slum when i feel choose unlike my fellow city rats for whom its their only mode of comm",-1,2
"For me, the only mode of comm is slumming because my fellow city rats are their only mode of comm.",1363,0
"For me, the only mode of comm is slumming because my fellow city rats are their only mode.",1363,0
"Only city rats have their only mode of comm as they are the only ones who can choose.",1363,0
"Only city rats have their only mode of comm as they are the only ones who can choose to stay or go.",1363,0
"My fellow city rats are the only mode of comm for which we have any other mode of comm.",1363,0
"Of all the people that live in the city it's their only mode of comm, so they choose to live in slums.",1363,0
"slumming because it makes me feel better than my fellow city rats for whom its their only mode of communication",1363,0
"Ghetto dwellers like me can feel like they're slumming compared to their fellow city rats for whom their only mode of comm is their own mode of transportation",1363,0
"me and my fellow city rats don't like each other for their only mode of comm is that they're both black and former english teacher",1363,0
"People who live in the ghettos are not considered to be black unless they are former english teachers.",1363,1
"me and my fellow city rats don't like each other for their only mode of comm is that they're both black and former english teachers",1363,0
"Ghetto dwellers like me can feel like they're slumming compared to their fellow city rats for whom their only mode of comm is their own mode of transportation.",1363,0
"me and my fellow city rats don't like each other for their only mode of comm is that they're both black",1363,0
"Out of all the city rats i feel that they are their only mode of comm since they are all black.",1363,0
"Of all the people that live in the city it's their only mode of comm, so they choose to live in slums instead of living in a ghetto.",1363,0
"Of all the people that live in the city it's their only mode of comm, so they choose to live in slums instead of living in the ghetto.",1363,0
"Some people think my race is irrelevant when they see me living in a ghetto in the city while others think its unimportant when they see me slumming",1363,0
"Out of all the city rats i feel that they are their only mode of comm since they are their only mode of transportation.",1363,0
"well cuz da jews suck dose babydicks",-1,2
"They dose babydicks.",1382,1
"did not you have to leave for work hours ago you shit tier kike lol tell your hooknosed bosses to send someone better before your shift ends",-1,2
"Did you have to leave for work hours ago? Tell your bosses to send someone else before your shift ends.",1384,0
"Did you have to leave for work hours ago? Tell your bosses to send someone better before your shift ends.",1384,0
"Did you have to leave for work hours ago?",1384,0
"If your bosses don't send someone better before your shift ends, you should leave for work.",1384,0
"If your bosses don't send someone better before your shift ends you should leave for work.",1384,0
"Did you have to leave for work hours ago? Tell your bosses to send someone better before your shift ends..",1384,0
"Did you have to leave for work hours ago? Tell your bosses to send someone else before your shift ends..",1384,0
"You have to leave for work before your shift is over, but tell your bosses to send someone else.",1384,0
"It was hours ago you had to leave for work, tell your bosses to send someone better before the shift ends?",1384,0
"It was hours ago you had to leave for work.",1384,0
"It was hours ago you had to leave for work, tell your bosses to send someone better before you end your shift.",1384,0
"If your bosses don't send someone better before your shift ends, you should leave for work at that time.",1384,0
"If your bosses don't send someone better before your shift ends, you should leave for work at that time, right?",1384,0
"You have to leave for work before your shift is over, but please tell your bosses to send someone else before you do.",1384,0
"Your bosses should send someone better before your shift ends because you did not leave for work.",1384,0
"If your bosses don't send someone better before your shift ends, you should leave for work at that time, I'm pretty sure.",1384,0
"Did you have to leave for work hours ago? Tell your bosses to send someone better before your shift ends...",1384,0
"Did you have to leave for work hours ago? Tell your bosses to send someone else before your shift ends...",1384,0
"Your bosses should send someone better before your shift ends because you did not leave for work hours ago.",1384,0
"Do not leave for work until your shift is over and send someone better before then.",1384,0
"You have to leave for work before your shift is over, but please tell your bosses to send someone else before you end up in the hospital.",1384,0
"Do not leave for work until your shift is over and send someone better before it ends?",1384,0
"You have to leave for work before your shift is over, but please tell your bosses to send someone else before you end up in the ER.",1384,0
"Before work ends, tell your bosses to send someone else because you're not good enough.",1384,0
"If you don't want your bosses to send someone better before your shift ends, tell them so.",1384,0
"If you don't want your bosses to send someone better before your shift ends, tell them that.",1384,0
"Your bosses should send someone better before your shift ends because you did not leave for work hours ago, I'm sorry.",1384,0
"Did you have to leave for work hours ago? Tell your bosses to send someone else before your shift ends...!",1384,0
"Did you have to leave for work hours ago? Tell your bosses to send someone better before your shift ends...!",1384,0
"Before work ends, tell your bosses to send someone else because you're not good at it.",1384,0
"Your bosses should send someone better before your shift ends because you did not leave for work hours ago, I'm sorry, but.",1384,0
"Just tell your bosses to send a better person to work before the shift ends.",1384,0
"Do not leave for work until your shift is over and send someone better before it ends, that's the tier you should be in!",1384,0
"Do not leave for work until your shift is over and send someone better before it ends, that's the tier you should be in?",1384,0
"Just tell your bosses to send a better person to work before your shift ends.",1384,0
"Before work ends, tell your bosses to send someone else because you're not good at it!",1384,0
"Your bosses should send someone better before your shift ends because you did not leave for work hours ago, I'm sorry, but did you?",1384,0
"Wait a second, did your bosses not tell you to leave for work so that you could get a better one before your shift ends?",1384,0
"Your bosses should send someone better before your shift ends because you did not leave for work hours ago, I'm sorry, but did not?",1384,0
"gays love communism and especially islam they want to try to see if they can fly of tall buildings with a pack of carpet kissers helping them just to show they are not racist lol",-1,1
"They want to see if they can fly tall buildings with a pack of carpet kissers helping them just to show they are not racist.",1424,0
"They want to see if they can fly tall buildings with a pack of carpet kissers helping them just to show they are not racist, and they love communism.",1424,1
"Guys like Communism because they enjoy seeing tall buildings with a pack of carpet kissers helping them prove that they are not racist.",1424,0
"Guys like Communism because they enjoy seeing tall buildings with a pack of carpet kissers helping them show that they are not racist.",1424,0
"Glen Conner Scott clownery luv i swear coons need to stop being submissive to white people",-1,2
"There is a clown who says coons need to stop being submissive to white people.",1429,2
"goat fucking woman beating child raping sand niggers everywhere",-1,2
"the goat beat the child raping sand",1431,0
"the goat beat the child raping the sand",1431,0
"ibor is dumb boomer kike shill proposition only paul nehlen shall not censor is worth a while",-1,2
"""Paul nehlen shall not censor is worth a while.""",1434,0
"It is dumb boomer kike shill that paul nehlen shall not censor is worth it for awhile.",1434,2
"Kike's proposition is that only Paul nehlen will not censor.",1434,0
"Kike's proposition is that only paul nehlen will not censor.",1434,0
"paul nehlen shall not censor is worth a while.",1434,0
"paul nehlen will not censor is worth a while.",1434,0
"dumb boomer kikeshill proposition, only paul nehlen will not censor, it is worth a while",1434,2
"dumb boomer kikeshill proposition, only paul nehlen shall not censor, it is worth a while",1434,2
"dumb boomer kikeshill proposition, only paul nehlen will not censor, it is worth a while.",1434,2
"dumb boomer kikeshill proposition, only paul nehlen shall not censor, it is worth a while.",1434,2
"Kike's proposition is that only Paul nehlen will not censor.,",1434,0
"Kike's proposition is that only Paul nehlen will not censor. ",1434,0
"paul nehlen shall not censor is worth a while..",1434,0
"paul nehlen will not censor is worth a while..",1434,0
"shill proposition only paul nehlen should be allowed to censor is worth a while.",1434,0
"shill proposition only paul nehlen should be allowed to censor is worth a while",1434,0
"i thought wendy wasserman schultz was one ugly jewess where do they dig these disgusting jews up from they are caricatures of humans michellewolf journalists killjournalists",-1,2
"The jews are caricatures of humans, and I thought wendy wasserman was one of them.",1451,0
"The jews are caricatures of humans, and I thought wendy wasserman was one.",1451,0
"There is a jews that are caricatures of humans and I thought wendy wasserman was one of them.",1451,0
"In my opinion, I think wendy wasserman schultz is a caricature of humans.",1451,0
"Wendy is one of the jews that were dug up from the journalists.",1451,0
"schultz is one journalist who is caricatured as a human, where do they find these disgusting jews?",1451,0
"One of the things that I thought wendy wasserman was was a caricature of humans.",1451,0
"It was my belief that wendy wasserman schultz is a caricature of humans.",1451,0
"One of the things that I thought wendy wasserman was was a caricature of people.",1451,0
"It was my belief that wendy wasserman schultz is a journalist who kills journalists.",1451,0
"when you wanna be white really really bad but you are just a fucking wetback",-1,2
"Being a wetback is worse than being white.",1462,2
"The thing about being white is that it makes you a wetback.",1462,2
"going to start exercising my constitutional right call people dumb faggots in public",-1,1
"To start calling people dumb, in public, will be exercising my constitutional right",1465,0
"To start calling people dumb, in public, will be exercising my constitutional right.",1465,0
"To start calling people dumb, in public, will be exercising my constitutional right to do so.",1465,0
"this obnoxious nigger bitch on tucker show deserves a noose put around her neck and hanged until she dead",-1,2
"The tucker show should end with her hanging from a rope around her neck, until she dies.",1469,0
"To prevent her from dying on the tucker show, a noose should be put around her neck",1469,0
"To prevent her from dying on the tucker show, a noose should be put around her neck.",1469,0
"I think a hanging is the best way to kill her off on the tucker show.",1469,0
"I think a hanging is the best way to death her on the tucker show.",1469,0
"The tucker show should end with her hanging from a rope around her neck, until she is dead.",1469,0
"I think a hanging is the best way to death her on the tucker show",1469,0
"a rope around her neck and hanged until she dies on the tucker show",1469,0
"Should be hanged until she dies on the tucker show, then a rope should be put around her neck",1469,0
"a rope around her neck and hanged until she dies from the tucker show",1469,0
"I think a hanging is the best way to kill her off on the tucker show?",1469,0
"After the tucker show, she should be hanged with a rope around her neck",1469,0
"i have not said it enough but fuck white bitches",-1,1
"I have not said it enough.",1482,0
"I have not said enough.",1482,0
"I haven't said it enough.",1482,0
"""I don't say it enough.""",1482,0
"So far i have not spoken enough",1482,0
"whites are more important than words",1482,0
"whites are more important than me",1482,1
"Red haired woman who did NOT SAY ENOUGH",1482,0
"whites are more important than me saying something",1482,0
"Debra that explains why you do not have a problem with white genocide you are not white you are a kike that hates european whites fuck off",-1,2
"That explains why you don't have a problem with white genocide.",1492,0
"The reason you do not have a problem with white genocide is because you are not white.",1492,1
"There is a reason why you do not have a problem with white genocide, it is because you are not white.",1492,0
"The reason you do not have a problem with white genocide is because you are not a kike.",1492,2
"It is explained by Debra that you don't have a problem with white genocide because you aren't white.",1492,1
"deborah explains to me why you don't have a problem with white genocide, I am a kike that hates european whites",1492,2
"with twitter banning me for 1507 hours it is showing me the usa exactly what it feels like to be living in a communist state only thing missing is getting raped by a muslim watching my child getting married or raped by an old man",-1,0
"It's showing me the USA exactly what it feels like to be living in a communist state, but it's missing one thing: my child getting raped by an old man.",1499,0
"the nigger that shot up the church was an immigrant from from sudan",-1,2
"An immigrant from Sudan shot up the church.",1501,0
"The person that shot up the church was an immigrant from Sudan.",1501,0
"The person that shot up the church was an immigrant.",1501,0
"The person that shot up the church was an immigrant from sudan.",1501,0
"The person that shot up the church was an immigrant from s Sudan.",1501,0
"Someone shot up the church and was an immigrant from Sudan.",1501,0
"The person that shot up the church was an immigrant from sudan..",1501,0
"There was a person who shot up the church that was an immigrant from sudan.",1501,0
"Immigrants from sudan are to blame for the shooting of the church.",1501,0
"There was a person who shot up the church that was an immigrant from sudan",1501,0
"Someone shot up the church and was an immigrant from sudan",1501,0
"Someone shot up the church and was an immigrant from sudan.",1501,0
"The person that shot up the church was an immigrant from sudan. ",1501,0
"There was a person who shot up the church that was an immigrant from Sudan",1501,0
"Immigrants from sudan are to blame for the shooting up of the church",1501,0
"It was an immigrant from Sudan that shot up the church.",1501,0
"Immigrants from sudan are to blame for the shooting up of the church.",1501,0
"The person that shot up the church was an immigrant from sudan..",1501,0
"There was a person who shot up the church that was an immigrant from sudan,",1501,0
"It was an immigrant from Sudan that shot the church.",1501,0
"The church was shot up by an immigrant from Sudan.",1501,0
"It was an immigrant from Sudan that shot the church",1501,0
"The church was shot up by an immigrant from Sudan who was black.",1501,0
"an immigrant from sudan shot up the church",1501,0
"The church was shot up by an immigrant from Sudan who was a black man.",1501,0
"The church was shot up by an immigrant from Sudan who was a black person.",1501,0
"an immigrant from sudan shot up a church",1501,0
"sudan is an immigrant state and it was an immigrant who shot up the church",1501,0
"sudan is an immigrant state and there is an immigrant who shot up the church",1501,0
"sudan is an immigrant state and it was an immigrant who shot up the church.",1501,0
"sudan is an immigrant state and there is an immigrant who shot up the church.",1501,0
"an immigrant from sudan shot up the church, he was a black man",1501,0
"an immigrant from sudan shot up the church, he was a black",1501,0
"an immigrant from sudan shot up the church,",1501,0
"The church was shot up by an immigrant from Sudan who was a black man..",1501,0
"do some research tony you will find out that mohammed was an illiterate sand nigger married to jewesses rabbis were behind the whole islamic scam jews and arabs are basically inbred cousins neither jews or muzzies have any business being in white civilizations",-1,2
"Do some research and you will find out that mohammed was an uneducated sand married to a jewesses who was behind the whole islamic scam.",1537,2
"Do some research and you will find out that mohammed was an uneducated sand married to a jewesses who were behind the whole islamic scam.",1537,2
"Jews and arabs are cousins, neither jews or muzzies have any business being in white civilizations and mohammed was an uneducated sand married to jewesses.",1537,2
"Mohammed was an uneducated sand married to a jewesses and was behind the whole islamic scam, so do some research to find out.",1537,0
"Mohammed was an uneducated sand married to a jewesses and was behind the whole islamic scam, so you should do some research.",1537,2
"Mohammed was an uneducated sand married to a jewesses and was behind the whole islamic scam, so do some research to find out what happened.",1537,2
"A lot of the islamic scam is due to the fact that mohammed was an uneducated sand married to jewesses.",1537,2
"The islamic scam was started by the rabbis, who were behind the whole thing, and the jews and arabs are cousins.",1537,0
"Mohammed was an uneducated sand married to a jewesses and was behind the whole islamic scam, so do some research to find out what's happening.",1537,2
"You will learn that mohammed was an uneducated sand married to a jewesses and that rabbis were behind the scam.",1537,2
"You will learn that mohammed was an uneducated sand married to a jewesses and that rabbis were behind the scam that has been going on for a long time.",1537,0
"Moslems were uneducated and uneducated sand married to Jewish women and were behind the islamic scam, so do some research to find out.",1537,0
"Some research will show that mohammed was an uneducated sand married to a Jewish woman who was behind the whole islamic scam.",1537,0
"Muslim sand married to jewesses were behind the whole islamic scam, so you should do some research on this topic.",1537,0
"Moslems were uneducated and uneducated sand married to Jewish women and were behind the islamic scam, so do some research to find out what's going on.",1537,0
"Some research will show that mohammed was an uneducated sand married to a Jewish woman who was behind the islamic scam that has been going on for years.",1537,0
"Moslems were uneducated and uneducated sand married to Jewish women and were behind the islamic scam, so do some research.",1537,0
"Muslim sand married to jewesses were behind the whole islamic scam, so you should do some research on this matter.",1537,2
"Some research will show that mohammed was an uneducated sand married to a Jewish woman who was behind the islamic scam that has been going on for decades.",1537,0
"Moslems were uneducated and uneducated sand married to Jewish women and were behind the islamic scam, so do some research to find out what happened.",1537,0
"Masjid was an uneducated sand married to jewesses, which is why it islamic.",1537,2
"Even if you do some research you'll find out that the jews and arabs are cousins of each other.",1537,0
"arabs are cousins of jews but neither jews or muzzies have any business being in white civilizations",1537,2
"Even if you do some research you'll find out that the jews and arabs are cousins and not related to each other like mohammed is thought to be.",1537,0
"Jewws and arabs are cousins but neither have any business in white civilizations because mohammed was an uneducated sand married to a Jewish woman",1537,1
"Masjid was an uneducated sand married to jewesses, which is why it islamic scam. arabs are cousins of Jews, but they have no business in white civilization",1537,2
"Masjid was an uneducated sand married to jewesses, which is why it islamic scam. arabs are cousins of Jews, but they have no business in white civilizations",1537,1
"Both jews or muzzies have no business being in white civilizations because rabbinicalally speaking mohammed was an uneducated sand married to jewesses",1537,2
"Muzzies have no business being in white civilizations while jews and arabs are cousins who were behind the entire islamic scam.",1537,1
"go live with your beloved niggers should be the only response to this kind of shit from now on oh u hate white ppl do u live in a shitty ghetto with blacks y not",-1,2
"I want to know what it's like to be hated by people who live in a ghetto.",1567,0
"I want to know what it's like to be hated by people who live in a ghetto?",1567,0
"Should white people live in a ghetto or not?",1567,0
"scroll down my timeline slut bragging about getting a professional white basketball player to pay for her nigglet bastard after the father ran off pol ran her off",-1,2
"After the father ran off and the pol ran her off, I bragged about getting a professional white basketball player to pay for her.",1571,1
"After the father ran off, I bragged about getting a professional white basketball player to pay for her.",1571,1
"I bragged about getting a professional white basketball player to pay for her when the father ran off.",1571,0
"After the father ran off and the pol ran her off, I bragged about getting a professional white basketball player to pay for her bad behavior.",1571,1
"I bragged about getting a professional white basketball player to pay for her when the father ran off and she got run off.",1571,0
"After the father ran off and the pol ran her off, I bragged about getting a professional white basketball player to pay for her bad actions.",1571,1
"After the father ran off and the pol ran her off, I bragged about getting a professional white basketball player to pay for her bad behavior..",1571,0
"""After the father ran off pol, I bragged about getting a professional white basketball player to pay for her.""",1571,0
"If you scroll down you'll see that I bragged about getting a professional white basketball player to pay for her when the father ran her off",1571,0
"In my past I bragged about getting a professional white basketball player to help pay for my father's injuries after he ran off pol.",1571,0
"""After the father ran off pol, I bragged about getting a professional white basketball player to pay for her bastard"", I wrote down on my timeline",1571,1
"In my past I bragged about getting a professional white basketball player to help pay for my father's injuries after he ran her off.",1571,0
"As a joke, I bragged about getting a professional white basketball player to pay for the father who fled the scene of her accident.",1571,0
"As a joke, I bragged about getting a professional white basketball player to pay for the father who fled the scene of her altercation with the bastard.",1571,0
"You can see my story of how she was forced to pay for her bad behavior by getting a professional white basketball player to pay for her father's actions",1571,0
"i am hoping this will clean out a lot of the shit in houston like katrina did with new orleans louisiana just used katrina to dump all of their niggers in houston and crime rates went through the fucking roof",-1,2
"To clean out a lot of the bad things that happened in houston, I am hoping this will happen.",1587,0
"Houston had so many crime rates that they used to dump all of their black people there.",1587,0
"It would be great if this would help to clean out a lot of the shit in Houston, where crime rates have gone through the roof since new orleans was established.",1587,1
"It would be great if this would help to clean out a lot of the shit in Houston, where crime rates have gone through the roof since new orleans was added.",1587,1
"goddamnit Harold you delete this stuff rn that nigger bitch Beatrice is not worth it i wish i were a man rn i would so go after that fat black cunt just because",-1,2
"This is not worth it and I wish you deleted it so I could take care of it.",1592,0
"He deleted this stuff because he thought he was worth less than he is.",1592,0
"He deleted this stuff because he thought he was worth less than he was.",1592,0
"exactly i d rather die than have a nigger or sandnigger doctor",-1,2
"I would rather die than have a doctor.",1596,0
"I don't want a doctor or a nurse.",1596,0
"That's right, I prefer to die than have a doctor.",1596,0
"That's right, I would rather die than have a doctor.",1596,0
"My preference is to die rather than go to a doctor.",1596,0
"I prefer die than have a doctor.",1596,0
"I prefer die than see a doctor.",1596,0
"I do not want a doctor or a nurse.",1596,0
"That's right, I prefer to die than have a doctor. ",1596,0
"Well, it's true that I prefer to die than have a doctor.",1596,0
"Well, it's true that I prefer to die rather than have a doctor",1596,0
"I prefer die than have a doctor., I don't know.",1596,0
"Wouldn't it be better if I died instead of going to the doctors?",1596,0
"why are they calling muzzrats asians disingenuous as hell",-1,2
"They are calling muzzrats asians disingenuous.",1610,2
"Why are they calling them asians?",1610,0
"They are calling muzzrats asians disingenuous, why?",1610,2
"They are calling muzzrats asians disingenuous, right?",1610,2
"What is it that they call muzzrats asians disingenuous?",1610,2
"The muzzrats are being called disingenuous.",1610,2
"What is it that they're calling muzzrats asians?",1610,2
"They're calling muzzrats asians disingenuous.",1610,2
"The muzzrats are called disingenuous.",1610,2
"Why do they call muzzrats asians disingenuous?",1610,2
"What is it that they're calling muzzrats asians disingenuous.",1610,2
"What is it that they're calling muzzrats asians disingenuous?",1610,2
"The muzzrats are being called disingenuous by them.",1610,2
"The muzzrats are being called disingenuous by the people who call them.",1610,2
"There is a reason why muzzrats are called asians disingenuous.",1610,2
"They are calling muzzrats asians disingenuous, why?.",1610,2
"They are calling muzzrats asians disingenuous, right?.",1610,2
"muzzrats asians are being called disingenuous by them",1610,2
"They're calling muzzrats asians disingenuous..",1610,2
"Why do they call muzzrats asians disingenuous?.",1610,2
"They are calling muzzrats asians disingenuous, why?..",1610,2
"The asians are being called disingenuous.",1610,1
"They are calling muzzrats asians disingenuous, right?..",1610,2
"So why do they call them disingenuous?",1610,0
"The asians are being called disingenuous by them.",1610,1
"Why were muzzrats asians referred to in a way that was disingenuous",1610,2
"The asians are being called disingenuous by the muzzrats",1610,2
"The asians are being called disingenuous by the muzzrats.",1610,2
"They're calling muzzrats asians disingenuous.., why?",1610,2
"So why do they call muzzrats asians?",1610,2
"yeah try bitch and i will shove an ar15 up your snow nigger ass",-1,2
"Your snow is going to be pushed by ar15, I'll shove it",1641,0
"Ar15 will be shoved into the snow by you.",1641,0
"Ar15 will be shoved into the snow by me.",1641,0
"Yes I will shove ar15 up the hill for you.",1641,0
"trumps calls shitskin countries shitholes and is lauded as a hero hillary called blacks super predators but is still a villain the power of kike brainwashing",-1,2
"The power of kike brainwashing has made trump a villain, but he is a hero hillary called blacks super predator.",1646,2
"The power of kike brainwashing has made trump a villain, but he is still a hero hillary called blacks super predator.",1646,2
"As a hero hillary called blacks super predator, trump is still a villain.",1646,0
"As a hero hillary called blacks super predators, trump is still a villain.",1646,0
"Although he is praised as a hero hillary called blacks super predator, he is still considered a villain.",1646,0
"As a hero hillary called blacks super predator, trump is still a villain. The power of kike brainwashing is still present.",1646,2
"As a hero hillary called blacks super predator, trump is still a villain. the power of kike brainwashing",1646,2
"Although he is praised as a hero hillary called blacks super predator, he is still considered a villain because he calls shitskin countries.",1646,1
"Is praised as a hero for being a hillary called blacks super predator but is still considered to be a bad person by the power of kike brainwashing",1646,2
"Is praised as a hero for being a hillary called blacks super predator but is still considered to be a bad person by the power of kike brainwashing.",1646,2
"Is praised as a hero for being a hillary called blacks super predator but is still considered to be a bad person by the power of kike brainwashing,",1646,2
"i gotta say as a woman i love it and white boys can not get hired these days because of these cunt feminazi demanding diversity choosing shitskins over kin not that i want to see our men reduced to this but payback is a bitch",-1,2
"A woman who loves it and white boys who like to work can't get a job these days because of these women demanding diversity.",1658,1
"Racist demands for diversity have made hiring white boys difficult as a woman, but payback is something I don't like.",1658,0
"Racist demands for diversity have made hiring white boys difficult as a woman, but payback is something I don't want.",1658,0
"One thing I like about being a woman is that you get to hire whoever you please so long as you don't use race as a factor in your hiring decisions.",1658,0
"One thing I like about being a woman is that you get to hire whoever you please so long as you don't use race as a factor in your hiring decision.",1658,0
"typical nigger father breed them then leave them",-1,2
"Father breed them and leave them.",1664,0
"typical father leaves them to be bred",1664,0
"typical father leaves them",1664,0
"typical father leaves them to breed",1664,0
"typical father leaves them to bebred",1664,0
"typical father leaves them to be bred by him",1664,0
"father leaves them to be bred",1664,0
"typical father leaves them to be bred by his son",1664,0
"Daddy breeds and leaves them",1664,0
"father leaves them to be bred, then they are left",1664,0
"father leaves them to be breed",1664,0
"that bitch ass nigger Douglas illis wont debate me its scared of yt making it look like a fool",-1,2
"Douglas wont debate me because he's scared of making it look like a fool.",1676,0
"Douglas is scared of making it look like a fool and wont debate me.",1676,0
"Douglas wont debate me because he's scared of making it look like a mistake.",1676,0
"Douglas won't debate me because he's scared of making it look like a fool.",1676,0
"Douglas won't debate me because he's scared that it will look like a fool.",1676,0
"It's scared of Douglas making it look like a fool.",1676,0
"It's scared of Douglas making it look like a fool and so he won't debate me.",1676,0
"It's scared of Douglas making it look like a fool and I won't debate him about it.",1676,0
"Douglas wont debate me because he's scared of making it look like a fool..",1676,0
"Douglas won't debate me because he's scared of making it look like a fool..",1676,0
"Douglas wont debate me because he's scared of making it look like a mistake..",1676,0
"Its scared of looking like a fool when Douglas debates me.",1676,0
"Not debating me makes Douglas look like a fool.",1676,0
"Douglas won't debate me because he's scared that it will look like a fool..",1676,0
"Its scared of looking like a fool when Douglas debate me.",1676,0
"Not debating me makes it look like a fool, so Douglas wont.",1676,0
"It looks like a fool when you make it look like a fool, so Douglas won't debate me",1676,0
"Douglas wont debate me because he's scared of making it look like a fool..,",1676,0
"Not debating me makes it look like a fool, so Douglas will not debate me",1676,0
"Douglas won't debate me because he's scared of making it look like a fool...",1676,0
"It looks like a fool when you make it look like a fool, so Douglas won't debate me about it",1676,0
"Douglas won't debate me because he's scared of making it look like a fool..,",1676,0
"It looks like a fool when you make it look like a fool, so Douglas won't debate me about it!",1676,0
"No Douglas will debate me because he's afraid it will look like a fool.",1676,0
"No Douglas will debate me because he's afraid it will make him look a fool.",1676,0
"There is a fear thatDouglas illis has that it looks like a fool.",1676,0
"tradition the most brutal fights every black friday can be found at walmart usually triggered by minorities fighting over shit made in china i do not care for my fellow asians much but i would trade all this ghetto trash in for boatloads of japanese and koreans speekfreely maga gabfam",-1,2
"Although i don't care for my fellow Americans, i would rather have a fight with someone from Japan or Korea than a fight with someone from the US",1703,0
"Although i don't care for my fellow Americans, i would rather have a fight with someone from Japan or Korea than a fight with someone from the other side.",1703,0
"""I would trade my fellow asians' trash for a bunch of japanese and koreans"" is how one person described his feelings towards his fellow asians.",1703,0
"nigger porch monkey tree fruit neggra niggress ol black joe",-1,2
"The porch monkey tree has fruit.",1707,0
"There is a monkey tree on the porch.",1707,0
"There is a porch monkey tree with fruit.",1707,0
"A monkey tree has fruit.",1707,0
"The porch monkey tree has fruit that is black joe.",1707,0
"A monkey tree has fruit, and it's black joe.",1707,0
"The porch monkey tree has fruit that is black.",1707,0
"A monkey tree has fruit, and it is black joe.",1707,0
"The porch monkey tree has fruit that is black joe and negga.",1707,1
"Old black joe fruit on the porch monkey tree",1707,0
"Old black joe fruit on the porch monkey tree.",1707,0
"Black joe is a porch monkey tree",1707,0
"Bananas, black joe and monkeys are on the porch",1707,0
"Black joe is a porch monkey tree fruit",1707,0
"Black joe is a porch monkey tree fruit.",1707,0
"Bananas, black joe and monkeys are on the porch tree",1707,0
"Bananas, black joe and monkeys are on the porch monkey tree fruit",1707,0
"what you support obvious fed niggershill kike wignat pipebombers good",-1,2
"PureVPN wignat pipebombers, what do you support?",1725,2
"PureVPN wignat pipebombers, what do you think about them?",1725,2
"PureVPN wignat pipebombers, what do you think about that?",1725,2
"PureVPN wignat pipebombers are good.",1725,2
"Kike is good at pipebombers.",1725,0
"Kike is good at pipebombing",1725,0
"Nutthill kike wignat PIPE BOMBERS are good.",1725,2
"Nutthill kike wignat pipebombers are good.",1725,2
"Nutthill kike wignat PIPE BOMBERS",1725,2
"you support pipebombers",1725,0
"Kinkett PIPEBOMBERS is good.",1725,0
